epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
122,4062.89,0.89584,0.63622,0.00897,0.79073,0.67298,0.77001,0.55695,1.07947,0.94108,0.01688,0.00066855,0.00066855,0.00066855
123,4094.9,0.85146,0.58853,0.00842,0.80986,0.70479,0.78885,0.57638,1.04791,0.89326,0.01565,0.000660299,0.000660299,0.000660299
124,4126.82,0.85059,0.58287,0.0086,0.80273,0.66793,0.77104,0.5533,1.09043,0.92954,0.01661,0.000652047,0.000652047,0.000652047
125,4158.7,0.85199,0.59523,0.00886,0.8318,0.71086,0.79337,0.57522,1.07756,0.89698,0.01617,0.000643795,0.000643795,0.000643795
126,4190.69,0.83099,0.55947,0.00847,0.83135,0.71086,0.79622,0.57738,1.06678,0.92232,0.01566,0.000635544,0.000635544,0.000635544
127,4222.68,0.8216,0.53296,0.00813,0.75963,0.78256,0.80055,0.57797,1.03745,0.92993,0.01475,0.000627292,0.000627292,0.000627292
128,4254.66,0.80191,0.54854,0.00797,0.77846,0.75631,0.80308,0.58275,1.06963,0.90839,0.01683,0.00061904,0.00061904,0.00061904
129,4287.2,0.82873,0.57749,0.00789,0.81691,0.76148,0.81721,0.59433,1.0346,0.87718,0.01549,0.000610789,0.000610789,0.000610789
130,4320.72,0.81895,0.57394,0.0083,0.81762,0.72222,0.79502,0.57375,1.06711,0.92486,0.01645,0.000602537,0.000602537,0.000602537
131,4353.06,0.78622,0.50796,0.00749,0.79808,0.71086,0.77727,0.56599,1.05876,1.00523,0.0149,0.000594286,0.000594286,0.000594286
132,4384.93,0.81292,0.54126,0.00802,0.80685,0.71086,0.77862,0.56909,1.06665,1.00115,0.01605,0.000586034,0.000586034,0.000586034
133,4417.81,0.82528,0.56638,0.00808,0.82611,0.69697,0.79521,0.57428,1.07064,0.98703,0.01612,0.000577782,0.000577782,0.000577782
134,4454.73,0.81276,0.54531,0.0079,0.76554,0.72077,0.77053,0.57096,1.0401,1.03296,0.01568,0.000569531,0.000569531,0.000569531
135,4486.95,0.8039,0.54887,0.00792,0.82159,0.69318,0.75791,0.55547,1.07157,1.03552,0.01606,0.000561279,0.000561279,0.000561279
136,4519.18,0.80246,0.54441,0.0076,0.78452,0.73485,0.78657,0.57768,1.04839,0.96419,0.01638,0.000553027,0.000553027,0.000553027
137,4551.42,0.78725,0.52154,0.00781,0.82876,0.68308,0.77523,0.57432,1.049,0.96618,0.01654,0.000544776,0.000544776,0.000544776
138,4583.92,0.78909,0.51563,0.00767,0.84615,0.66207,0.78268,0.58201,1.03542,0.98897,0.01594,0.000536524,0.000536524,0.000536524
139,4615.81,0.77486,0.49059,0.00734,0.82947,0.69302,0.79694,0.5934,1.03367,0.92497,0.01494,0.000528272,0.000528272,0.000528272
140,4647.91,0.77417,0.50897,0.00769,0.77179,0.69949,0.76982,0.57268,1.02044,1.07649,0.0156,0.000520021,0.000520021,0.000520021
141,4680.12,0.80533,0.54835,0.00775,0.75386,0.76894,0.79352,0.57361,1.0718,0.89147,0.0171,0.000511769,0.000511769,0.000511769
142,4712.16,0.77161,0.52064,0.00749,0.8007,0.74116,0.81186,0.58528,1.10152,0.87378,0.01819,0.000503517,0.000503517,0.000503517
143,4744.23,0.80543,0.54674,0.00775,0.838,0.74991,0.8179,0.62021,1.01854,0.88493,0.01575,0.000495266,0.000495266,0.000495266
144,4777.58,0.7685,0.4896,0.00734,0.82799,0.7387,0.80917,0.60054,1.05999,0.90354,0.01625,0.000487014,0.000487014,0.000487014
145,4809.76,0.76727,0.5105,0.0073,0.80688,0.74768,0.81002,0.6029,1.01682,0.88002,0.01512,0.000478762,0.000478762,0.000478762
146,4841.65,0.80381,0.55323,0.00814,0.83535,0.77778,0.83186,0.61013,1.05019,0.84963,0.01636,0.000470511,0.000470511,0.000470511
147,4873.76,0.76959,0.50561,0.00728,0.81125,0.77146,0.81509,0.61159,1.00567,0.8519,0.01472,0.000462259,0.000462259,0.000462259
148,4905.71,0.76745,0.52331,0.00724,0.80022,0.77153,0.80769,0.60842,1.01125,0.88382,0.01508,0.000454007,0.000454007,0.000454007
149,4937.75,0.74874,0.47206,0.00726,0.83373,0.71843,0.81045,0.60653,1.03476,0.91666,0.01577,0.000445756,0.000445756,0.000445756
150,4969.82,0.75757,0.49995,0.0072,0.803,0.75253,0.80896,0.6021,1.03133,0.92196,0.01532,0.000437504,0.000437504,0.000437504
151,5001.97,0.75368,0.4891,0.00714,0.80913,0.74116,0.80706,0.5954,1.02773,0.90531,0.01464,0.000429253,0.000429253,0.000429253
152,5033.92,0.76336,0.49647,0.00703,0.84232,0.75345,0.80982,0.59957,1.0328,0.91749,0.0152,0.000421001,0.000421001,0.000421001
153,5065.9,0.76671,0.49765,0.00755,0.86659,0.73312,0.81646,0.59977,1.04167,0.88711,0.01566,0.000412749,0.000412749,0.000412749
154,5097.89,0.78454,0.48244,0.00732,0.84185,0.73232,0.80764,0.58651,1.08085,0.88594,0.01709,0.000404498,0.000404498,0.000404498
155,5129.85,0.78326,0.5083,0.0077,0.82961,0.74918,0.80125,0.58316,1.07581,0.91088,0.01653,0.000396246,0.000396246,0.000396246
156,5161.82,0.77952,0.49946,0.00752,0.81678,0.75429,0.80315,0.5911,1.05083,0.89191,0.0164,0.000387994,0.000387994,0.000387994
157,5193.73,0.73781,0.45962,0.0069,0.82382,0.7601,0.80663,0.59376,1.03955,0.89853,0.01563,0.000379743,0.000379743,0.000379743
158,5225.83,0.78881,0.51555,0.00787,0.83437,0.75305,0.81674,0.60922,1.02593,0.89417,0.01592,0.000371491,0.000371491,0.000371491
159,5258.7,0.77951,0.51371,0.0075,0.79866,0.76894,0.81459,0.59976,1.04639,0.90429,0.01631,0.000363239,0.000363239,0.000363239
160,5290.63,0.72701,0.46242,0.00681,0.79059,0.78054,0.81382,0.60637,1.01941,0.88168,0.01574,0.000354988,0.000354988,0.000354988
161,5322.77,0.74266,0.48411,0.00714,0.82439,0.74747,0.82357,0.61487,1.02474,0.86832,0.01582,0.000346736,0.000346736,0.000346736
162,5354.67,0.7413,0.48561,0.00707,0.81979,0.75965,0.83224,0.61873,1.03723,0.85843,0.01583,0.000338484,0.000338484,0.000338484
163,5386.8,0.72704,0.47818,0.00709,0.81446,0.75809,0.82768,0.61842,1.01912,0.85051,0.01525,0.000330233,0.000330233,0.000330233
164,5418.73,0.74877,0.49213,0.00714,0.85848,0.72854,0.83211,0.61759,1.02848,0.85381,0.01523,0.000321981,0.000321981,0.000321981
165,5450.81,0.74616,0.48318,0.00687,0.83659,0.75644,0.8315,0.62345,1.0176,0.86946,0.01555,0.000313729,0.000313729,0.000313729
166,5484.04,0.71193,0.44823,0.00644,0.84268,0.762,0.82234,0.62408,0.99751,0.9026,0.01487,0.000305478,0.000305478,0.000305478
167,5517.09,0.72882,0.4491,0.00684,0.80928,0.77525,0.82064,0.61416,1.01191,0.89711,0.01513,0.000297226,0.000297226,0.000297226
168,5549.1,0.74033,0.47037,0.007,0.81552,0.77525,0.8286,0.62446,0.99179,0.88484,0.01463,0.000288974,0.000288974,0.000288974
169,5582.24,0.71632,0.44873,0.00685,0.8518,0.72854,0.82686,0.62327,0.99847,0.89154,0.01469,0.000280723,0.000280723,0.000280723
170,5614.34,0.7249,0.45115,0.00658,0.85855,0.74005,0.83343,0.62169,0.99101,0.88648,0.01469,0.000272471,0.000272471,0.000272471
171,5646.17,0.73088,0.4589,0.00676,0.80204,0.77896,0.82773,0.61448,1.02386,0.85651,0.01574,0.00026422,0.00026422,0.00026422
172,5678.06,0.72812,0.46751,0.00668,0.8368,0.75924,0.82329,0.61299,1.02018,0.86983,0.01483,0.000255968,0.000255968,0.000255968
173,5710.2,0.72515,0.45439,0.00697,0.83174,0.76784,0.82646,0.61293,1.03286,0.86569,0.01557,0.000247716,0.000247716,0.000247716
174,5742.82,0.71633,0.46948,0.00678,0.83536,0.7539,0.82054,0.61466,1.01764,0.88685,0.01531,0.000239465,0.000239465,0.000239465
175,5775.44,0.75313,0.47999,0.00677,0.87128,0.73904,0.82155,0.61342,0.99215,0.8537,0.01416,0.000231213,0.000231213,0.000231213
176,5807.52,0.71907,0.46928,0.00634,0.87778,0.71298,0.82046,0.60902,1.01773,0.88463,0.0151,0.000222961,0.000222961,0.000222961
177,5839.82,0.71962,0.45598,0.00658,0.87571,0.72065,0.82078,0.61458,1.00217,0.84822,0.01497,0.00021471,0.00021471,0.00021471
178,5871.78,0.73154,0.47377,0.00674,0.81341,0.75251,0.82018,0.61725,1.00459,0.87516,0.01501,0.000206458,0.000206458,0.000206458
179,5903.78,0.70863,0.4409,0.00679,0.86534,0.72096,0.81769,0.62167,1.00155,0.87162,0.01489,0.000198206,0.000198206,0.000198206
180,5935.88,0.74437,0.48747,0.00671,0.85337,0.72974,0.81753,0.62644,0.96886,0.87489,0.01363,0.000189955,0.000189955,0.000189955
181,5969.22,0.68052,0.41292,0.00613,0.87719,0.71881,0.81571,0.61336,1.02269,0.86626,0.01544,0.000181703,0.000181703,0.000181703
