epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
180,1244.64,0.85925,0.60486,0.00787,0.77385,0.71843,0.76652,0.56007,1.11845,1.06745,0.01584,0.000189955,0.000189955,0.000189955
181,1251.35,0.80503,0.53846,0.00702,0.75797,0.71843,0.76109,0.5569,1.1023,1.07133,0.01538,0.000181703,0.000181703,0.000181703
182,1258.12,0.83315,0.57029,0.00741,0.76564,0.71112,0.76059,0.5561,1.09667,1.0794,0.01547,0.000173451,0.000173451,0.000173451
183,1264.82,0.84293,0.59293,0.00764,0.7552,0.69687,0.75928,0.55529,1.09841,1.06892,0.01564,0.0001652,0.0001652,0.0001652
184,1271.43,0.85144,0.60875,0.00776,0.76269,0.69444,0.75547,0.54981,1.09811,1.06709,0.0155,0.000156948,0.000156948,0.000156948
185,1278.08,0.82287,0.5625,0.0072,0.76546,0.69356,0.75512,0.55484,1.09244,1.06864,0.01511,0.000148696,0.000148696,0.000148696
186,1284.66,0.821,0.56768,0.00701,0.7343,0.71813,0.75761,0.55948,1.0891,1.06135,0.01526,0.000140445,0.000140445,0.000140445
187,1291.36,0.85612,0.62656,0.0079,0.77845,0.69775,0.76068,0.56153,1.09083,1.06385,0.01525,0.000132193,0.000132193,0.000132193
188,1298.34,0.82197,0.57142,0.0071,0.76674,0.70076,0.76083,0.56177,1.08561,1.05893,0.01488,0.000123941,0.000123941,0.000123941
189,1304.94,0.8181,0.59497,0.00749,0.80404,0.6673,0.76198,0.56584,1.08747,1.06391,0.01499,0.00011569,0.00011569,0.00011569
190,1311.66,0.84595,0.57343,0.00734,0.76974,0.68939,0.76244,0.56367,1.09081,1.06548,0.01508,0.000107438,0.000107438,0.000107438
191,1340.48,0.73885,0.47645,0.01017,0.71512,0.73474,0.7778,0.56444,1.09847,1.10036,0.0153,9.91865e-05,9.91865e-05,9.91865e-05
192,1346.91,0.72122,0.45099,0.00973,0.70955,0.74369,0.76358,0.55222,1.12909,1.10824,0.01652,9.09349e-05,9.09349e-05,9.09349e-05
193,1353.28,0.70751,0.43213,0.00905,0.7477,0.71465,0.76306,0.56025,1.11003,1.11486,0.01588,8.26832e-05,8.26832e-05,8.26832e-05
194,1359.71,0.70857,0.42804,0.00924,0.84014,0.64765,0.76337,0.55941,1.11033,1.13458,0.01613,7.44316e-05,7.44316e-05,7.44316e-05
195,1366.26,0.7255,0.43347,0.00894,0.8155,0.65604,0.76151,0.56182,1.09557,1.14371,0.01578,6.61799e-05,6.61799e-05,6.61799e-05
196,1372.69,0.72541,0.42617,0.00894,0.73197,0.72027,0.75786,0.56008,1.08198,1.15712,0.01513,5.79283e-05,5.79283e-05,5.79283e-05
197,1379.12,0.70875,0.42462,0.00894,0.75129,0.71212,0.76085,0.5622,1.08121,1.15786,0.01498,4.96766e-05,4.96766e-05,4.96766e-05
198,1385.71,0.6873,0.39365,0.00854,0.73768,0.72096,0.76193,0.56093,1.08654,1.16173,0.01516,4.1425e-05,4.1425e-05,4.1425e-05
199,1392.18,0.69664,0.43406,0.00871,0.77042,0.70833,0.76496,0.56316,1.08758,1.16369,0.01509,3.31733e-05,3.31733e-05,3.31733e-05
200,1398.66,0.69873,0.43117,0.00881,0.77011,0.71044,0.76524,0.5629,1.08513,1.15374,0.01519,2.49217e-05,2.49217e-05,2.49217e-05
