epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
118,3223.66,0.8972,0.65087,0.0089,0.77728,0.71637,0.7901,0.57671,1.08637,0.97148,0.01667,0.000701557,0.000701557,0.000701557
119,3248.04,0.85843,0.59708,0.00872,0.81582,0.69695,0.7866,0.57388,1.09983,0.97394,0.01708,0.000693305,0.000693305,0.000693305
120,3272.28,0.84667,0.57166,0.00873,0.83592,0.67761,0.79034,0.5726,1.07622,1.00017,0.0163,0.000685054,0.000685054,0.000685054
121,3296.62,0.84408,0.58284,0.00827,0.79733,0.68478,0.75907,0.54064,1.11345,0.99502,0.01786,0.000676802,0.000676802,0.000676802
122,3320.89,0.84955,0.58574,0.0082,0.80695,0.68687,0.77765,0.55415,1.11675,0.98213,0.01654,0.00066855,0.00066855,0.00066855
123,3345.37,0.86374,0.58884,0.00849,0.75734,0.76513,0.78481,0.56065,1.11104,0.95138,0.01694,0.000660299,0.000660299,0.000660299
124,3369.61,0.86394,0.6073,0.00898,0.78214,0.71086,0.78945,0.57722,1.06107,0.91227,0.01556,0.000652047,0.000652047,0.000652047
125,3394.13,0.86026,0.58378,0.00841,0.76176,0.7197,0.77209,0.54897,1.1045,0.95391,0.0153,0.000643795,0.000643795,0.000643795
126,3418.45,0.85892,0.57705,0.00814,0.78521,0.68882,0.76895,0.54352,1.10483,0.95758,0.017,0.000635544,0.000635544,0.000635544
127,3442.73,0.8278,0.53504,0.00789,0.76387,0.73432,0.79511,0.57357,1.09074,0.92341,0.01568,0.000627292,0.000627292,0.000627292
128,3467.1,0.83976,0.55816,0.00855,0.7682,0.74812,0.79207,0.56993,1.1248,0.91387,0.01698,0.00061904,0.00061904,0.00061904
129,3491.41,0.85751,0.58145,0.00826,0.75955,0.76318,0.79714,0.57362,1.08852,0.90726,0.01579,0.000610789,0.000610789,0.000610789
130,3515.88,0.82495,0.54166,0.00796,0.79474,0.71174,0.78598,0.56661,1.09257,0.90801,0.01628,0.000602537,0.000602537,0.000602537
131,3540.15,0.84123,0.57968,0.0084,0.7584,0.74874,0.79864,0.57623,1.11466,0.91325,0.01743,0.000594286,0.000594286,0.000594286
132,3564.53,0.81338,0.54001,0.00802,0.79043,0.7112,0.78488,0.57263,1.06591,0.93896,0.01671,0.000586034,0.000586034,0.000586034
133,3588.88,0.80434,0.5312,0.00795,0.80517,0.69969,0.78275,0.56945,1.06851,0.96175,0.01597,0.000577782,0.000577782,0.000577782
134,3613.3,0.82154,0.55896,0.00846,0.77334,0.74998,0.7992,0.57293,1.08659,0.9514,0.01731,0.000569531,0.000569531,0.000569531
135,3637.64,0.86993,0.59342,0.00875,0.7582,0.74263,0.78691,0.5606,1.09752,0.95562,0.01681,0.000561279,0.000561279,0.000561279
136,3662.28,0.81137,0.5154,0.00787,0.75134,0.74726,0.78623,0.56256,1.07004,0.93582,0.01646,0.000553027,0.000553027,0.000553027
137,3696.59,0.83525,0.53626,0.00804,0.77503,0.71404,0.78342,0.57176,1.06212,0.93953,0.01634,0.000544776,0.000544776,0.000544776
138,3726.58,0.82836,0.55071,0.00796,0.75696,0.73974,0.78786,0.56741,1.08412,0.98441,0.01596,0.000536524,0.000536524,0.000536524
139,3756.79,0.81142,0.54368,0.00782,0.78412,0.72591,0.77834,0.56998,1.06372,0.99303,0.01551,0.000528272,0.000528272,0.000528272
140,3784.89,0.7962,0.52146,0.0074,0.78627,0.72348,0.78083,0.56982,1.06135,0.96756,0.01571,0.000520021,0.000520021,0.000520021
141,3809.01,0.80602,0.53549,0.00796,0.78817,0.71843,0.78635,0.57876,1.05778,0.95967,0.01586,0.000511769,0.000511769,0.000511769
142,3833.61,0.78477,0.48257,0.0072,0.75497,0.7359,0.78522,0.57573,1.06016,0.96459,0.01558,0.000503517,0.000503517,0.000503517
143,3857.83,0.79462,0.50761,0.00735,0.83223,0.70875,0.80125,0.58251,1.07343,0.93556,0.01638,0.000495266,0.000495266,0.000495266
144,3883.18,0.77582,0.49663,0.00738,0.78133,0.74747,0.80797,0.59203,1.06438,0.89749,0.01646,0.000487014,0.000487014,0.000487014
145,3908.37,0.76351,0.46577,0.00707,0.76695,0.74696,0.80614,0.58777,1.08349,0.92965,0.01613,0.000478762,0.000478762,0.000478762
146,3932.71,0.80227,0.52751,0.00782,0.75282,0.7601,0.80802,0.5896,1.04673,0.91091,0.01509,0.000470511,0.000470511,0.000470511
147,3957.08,0.81009,0.53985,0.00758,0.82583,0.69574,0.80674,0.58081,1.04736,0.94093,0.01581,0.000462259,0.000462259,0.000462259
148,3981.83,0.82736,0.56348,0.00767,0.76925,0.75347,0.80595,0.58728,1.00822,0.93911,0.01472,0.000454007,0.000454007,0.000454007
